id,target
9477,0
9478,1
9479,0
9483,0
9487,1
9494,1
9497,1
9498,1
9506,1
9512,1
9514,1
9515,0
9516,0
9517,1
9518,0
9521,0
9523,1
9527,1
9528,1
9530,0
9532,0
9534,1
9535,0
9536,0
9543,0
9544,0
9545,1
9546,0
9549,1
9558,1
9560,1
9561,0
9570,0
9573,1
9578,0
9584,1
9587,0
9588,0
9599,0
9601,1
9604,0
9614,0
9615,1
9621,0
9622,0
9623,0
9624,1
9626,0
9628,1
9630,0
9631,1
9633,0
9635,0
9637,0
9641,0
9647,0
9648,1
9649,0
9658,1
9662,0
9668,1
9671,0
9676,0
9677,0
9679,1
9682,1
9685,0
9689,0
9692,1
9693,0
9694,0
9696,1
9700,0
9711,0
9713,0
9720,0
9721,0
9725,0
9726,0
9727,1
9735,0
9740,0
9742,0
9743,1
9747,0
9748,0
9751,0
9758,1
9767,0
9768,1
9773,1
9777,1
9781,0
9784,0
9786,0
9789,1
9792,0
9793,1
9798,1
9799,1
9802,1
9803,1
9804,0
9805,1
9807,0
9809,1
9811,0
9814,1
9817,1
9821,1
9824,0
9825,0
9827,1
9839,0
9840,0
9843,0
9844,0
9845,1
9847,1
9848,1
9851,0
9852,1
9855,0
9856,1
9863,0
9867,0
9871,1
9876,1
9879,1
9882,1
9891,0
9892,1
9893,1
9895,1
9899,1
9900,1
9902,1
9903,1
9904,0
9908,0
9913,0
9914,0
9917,1
9922,0
9924,1
9926,1
9927,1
9928,1
9929,0
9936,0
9939,1
9947,1
9951,0
9954,0
9956,0
9957,0
9959,0
9962,1
9964,1
9966,1
9968,0
9969,1
9970,1
9975,1
9977,1
9981,0
9993,1
9996,0
9997,1
9999,0
10002,1
10007,1
10015,0
10019,0
10022,1
10024,1
10026,1
10033,1
10043,0
10046,1
10051,1
10053,1
10062,1
10063,1
10065,0
10068,0
10078,0
10086,0
10094,1
10095,0
10096,1
10097,1
10103,0
10104,1
10108,1
10122,1
10123,0
10128,0
10131,1
10133,0
10134,0
10135,0
10145,0
10148,0
10154,0
10155,0
10158,1
10160,0
10161,0
10162,0
10165,0
10166,0
10167,1
10170,1
10178,1
10180,1
10181,0
10185,0
10188,0
10190,0
10196,0
10200,0
10205,1
10211,0
10216,1
10219,1
10221,0
10225,0
10227,1
10228,0
10230,0
10232,0
10233,0
10235,1
10238,0
10240,0
10242,0
10248,0
10254,1
10257,1
10261,1
10262,1
10266,1
10267,1
10271,1
10277,1
10279,1
10281,0
10282,1
10285,0
10292,0
10298,0
10300,0
10309,0
10311,0
10312,0
10319,1
10324,1
10326,0
10328,0
10343,0
10346,0
10347,0
10353,1
10354,1
10356,0
10357,1
10362,0
10363,1
10370,0
10373,1
10386,1
10388,1
10389,1
10391,1
10397,1
10400,1
10403,1
10404,1
10408,0
10417,0
10425,1
10435,1
10437,1
10438,1
10440,1
10442,1
10447,1
10452,0
10453,1
10454,1
10459,1
10460,1
10463,1
10465,1
10469,1
10474,0
10475,1
10476,0
10477,0
10480,1
10491,0
10493,1
10494,0
10495,0
10497,0
10501,1
10504,1
10507,1
10509,0
10510,0
10512,1
10514,1
10526,0
10528,0
10530,1
10531,0
10532,0
10538,1
10539,1
10542,0
10547,1
10549,1
10556,1
10569,1
10572,1
10577,1
10579,1
10586,0
10594,1
10595,1
10597,0
10602,1
10604,1
10614,0
10617,0
10618,0
10619,0
10624,1
10633,1
10634,1
10635,0
10638,1
10639,0
10642,0
10643,0
10645,1
10646,0
10649,0
10652,1
10653,0
10654,0
10661,1
10664,0
10668,0
10670,0
10674,0
10683,0
10694,0
10697,0
10699,1
10701,0
10703,0
10713,1
10714,1
10716,0
10717,0
10719,0
10725,0
10728,0
10734,0
10738,0
10740,0
10742,0
10756,0
10757,1
10758,0
10761,1
10762,1
10773,0
10778,1
10781,1
10791,0
10792,1
10796,0
10797,1
10801,0
10804,0
10806,0
10807,0
10816,1
10820,0
10828,0
10836,1
10838,0
10845,1
10856,0
10857,1
10858,0
10861,1
10865,1
10868,0
10874,0
10875,0
